product,reviewer,city,state,rating,review,review_type
Black Pepper Powder,Sample Customer 028,Bhubaneswar,Odisha,4,I was mainly looking for a fresh spice and this did the job. The pepper has a sharp aroma without tasting stale. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 029,Coimbatore,Tamil Nadu,5,"The pack was properly sealed and easy to store. Nice peppery flavour for chai, eggs and savoury dishes. The quality felt consistent across the pack.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 030,Amritsar,Punjab,5,The flavour is quite natural and not overpowering. The pepper has a sharp aroma without tasting stale. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 031,Noida,Uttar Pradesh,5,The aroma was noticeable as soon as I opened the pack. The pepper has a sharp aroma without tasting stale. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 032,Ahmedabad,Gujarat,5,Bought this along with a few other Dishu products. A little was enough to give soups and curries a good kick. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 033,Kolkata,West Bengal,3,I was mainly looking for a fresh spice and this did the job. A little was enough to give soups and curries a good kick. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 034,Chennai,Tamil Nadu,5,"The taste felt balanced in the dishes I made. Nice peppery flavour for chai, eggs and savoury dishes. The quality felt consistent across the pack.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 035,Raipur,Chhattisgarh,4,"The flavour is quite natural and not overpowering. The pepper has a sharp aroma without tasting stale. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 036,Gurugram,Haryana,5,The taste felt balanced in the dishes I made. The pepper has a sharp aroma without tasting stale. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 037,Srinagar,Jammu & Kashmir,5,Bought this along with a few other Dishu products. The pepper has a sharp aroma without tasting stale. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 038,Bhopal,Madhya Pradesh,5,"I liked the freshness of the powder. Nice peppery flavour for chai, eggs and savoury dishes. I would be comfortable buying this again.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 039,Hyderabad,Telangana,5,Bought this along with a few other Dishu products. A little was enough to give soups and curries a good kick. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 040,Goa,Goa,5,"Packaging was neat and the product reached me in good condition. A little was enough to give soups and curries a good kick. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 041,New Delhi,Delhi,5,"Packaging was neat and the product reached me in good condition. The pepper has a sharp aroma without tasting stale. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 042,Jammu,Jammu & Kashmir,4,"I was mainly looking for a fresh spice and this did the job. Nice peppery flavour for chai, eggs and savoury dishes. Happy with the first order.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 043,Indore,Madhya Pradesh,5,"The flavour is quite natural and not overpowering. The pepper has a sharp aroma without tasting stale. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 044,Bengaluru,Karnataka,3,"Good option for everyday Indian cooking. The pepper has a sharp aroma without tasting stale. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 045,Visakhapatnam,Andhra Pradesh,5,I have been using this in everyday cooking and it has worked well. A little was enough to give soups and curries a good kick. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 046,Jodhpur,Rajasthan,5,"Packaging was neat and the product reached me in good condition. Nice peppery flavour for chai, eggs and savoury dishes. It worked nicely in home-style cooking.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 047,Shimla,Himachal Pradesh,5,"I have been using this in everyday cooking and it has worked well. A little was enough to give soups and curries a good kick. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 048,Nagpur,Maharashtra,5,"I have been using this in everyday cooking and it has worked well. Nice peppery flavour for chai, eggs and savoury dishes. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 049,Guwahati,Assam,4,I have been using this in everyday cooking and it has worked well. The pepper has a sharp aroma without tasting stale. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 050,Vijayawada,Andhra Pradesh,5,The taste felt balanced in the dishes I made. A little was enough to give soups and curries a good kick. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 051,Jaipur,Rajasthan,5,"Bought this along with a few other Dishu products. Nice peppery flavour for chai, eggs and savoury dishes. The quality felt consistent across the pack.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 052,Dehradun,Uttarakhand,5,"The flavour is quite natural and not overpowering. A little was enough to give soups and curries a good kick. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 053,Pune,Maharashtra,5,The pack was properly sealed and easy to store. A little was enough to give soups and curries a good kick. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 054,Patna,Bihar,5,I have been using this in everyday cooking and it has worked well. A little was enough to give soups and curries a good kick. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 055,Thiruvananthapuram,Kerala,3,"The taste felt balanced in the dishes I made. Nice peppery flavour for chai, eggs and savoury dishes. Good addition to the kitchen shelf.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 056,Chandigarh,Chandigarh,4,"Tried this for the first time and the quality surprised me. The pepper has a sharp aroma without tasting stale. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 057,Varanasi,Uttar Pradesh,5,The taste felt balanced in the dishes I made. The pepper has a sharp aroma without tasting stale. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 058,Mumbai,Maharashtra,5,The aroma was noticeable as soon as I opened the pack. A little was enough to give soups and curries a good kick. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 059,Ranchi,Jharkhand,5,"Packaging was neat and the product reached me in good condition. Nice peppery flavour for chai, eggs and savoury dishes. The quality felt consistent across the pack.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 060,Kochi,Kerala,5,The pack was properly sealed and easy to store. The pepper has a sharp aroma without tasting stale. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 061,Ludhiana,Punjab,5,I have been using this in everyday cooking and it has worked well. The pepper has a sharp aroma without tasting stale. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 062,Lucknow,Uttar Pradesh,5,"Packaging was neat and the product reached me in good condition. A little was enough to give soups and curries a good kick. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 063,Surat,Gujarat,4,This has become a regular item in my kitchen. A little was enough to give soups and curries a good kick. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 064,Bhubaneswar,Odisha,5,The pack was properly sealed and easy to store. The pepper has a sharp aroma without tasting stale. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 065,Coimbatore,Tamil Nadu,5,Bought this along with a few other Dishu products. A little was enough to give soups and curries a good kick. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 066,Amritsar,Punjab,3,The pack was properly sealed and easy to store. A little was enough to give soups and curries a good kick. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 067,Noida,Uttar Pradesh,5,The taste felt balanced in the dishes I made. A little was enough to give soups and curries a good kick. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 068,Ahmedabad,Gujarat,5,"The flavour is quite natural and not overpowering. A little was enough to give soups and curries a good kick. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 069,Kolkata,West Bengal,5,"Tried this for the first time and the quality surprised me. Nice peppery flavour for chai, eggs and savoury dishes. I would be comfortable buying this again.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 070,Chennai,Tamil Nadu,4,"I liked the freshness of the powder. Nice peppery flavour for chai, eggs and savoury dishes. I would be comfortable buying this again.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 071,Raipur,Chhattisgarh,5,"I liked the freshness of the powder. The pepper has a sharp aroma without tasting stale. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 072,Gurugram,Haryana,5,The flavour is quite natural and not overpowering. The pepper has a sharp aroma without tasting stale. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 073,Srinagar,Jammu & Kashmir,5,Tried this for the first time and the quality surprised me. A little was enough to give soups and curries a good kick. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 074,Bhopal,Madhya Pradesh,5,"The pack was properly sealed and easy to store. Nice peppery flavour for chai, eggs and savoury dishes. Would consider ordering it again.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Black Pepper Powder,Sample Customer 075,Hyderabad,Telangana,5,"The flavour is quite natural and not overpowering. Nice peppery flavour for chai, eggs and savoury dishes. Happy with the first order.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 001,Mumbai,Maharashtra,5,The pack was properly sealed and easy to store. It gives curries a fresh coriander aroma. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 002,Ranchi,Jharkhand,5,Good option for everyday Indian cooking. It gives curries a fresh coriander aroma. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 003,Kochi,Kerala,5,"The taste felt balanced in the dishes I made. The powder blended nicely into gravy without clumping. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 004,Ludhiana,Punjab,5,"Packaging was neat and the product reached me in good condition. The powder blended nicely into gravy without clumping. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 005,Lucknow,Uttar Pradesh,5,Packaging was neat and the product reached me in good condition. Used it for sabzi and dal; the flavour was mild and earthy. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 006,Surat,Gujarat,5,"I have been using this in everyday cooking and it has worked well. It gives curries a fresh coriander aroma. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 007,Bhubaneswar,Odisha,4,Good option for everyday Indian cooking. Used it for sabzi and dal; the flavour was mild and earthy. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 008,Coimbatore,Tamil Nadu,5,"The aroma was noticeable as soon as I opened the pack. The powder blended nicely into gravy without clumping. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 009,Amritsar,Punjab,5,Packaging was neat and the product reached me in good condition. The powder blended nicely into gravy without clumping. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 010,Noida,Uttar Pradesh,5,I was mainly looking for a fresh spice and this did the job. It gives curries a fresh coriander aroma. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 011,Ahmedabad,Gujarat,3,Bought this along with a few other Dishu products. It gives curries a fresh coriander aroma. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 012,Kolkata,West Bengal,5,This has become a regular item in my kitchen. Used it for sabzi and dal; the flavour was mild and earthy. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 013,Chennai,Tamil Nadu,5,The flavour is quite natural and not overpowering. The powder blended nicely into gravy without clumping. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 014,Raipur,Chhattisgarh,4,I have been using this in everyday cooking and it has worked well. Used it for sabzi and dal; the flavour was mild and earthy. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 015,Gurugram,Haryana,5,The taste felt balanced in the dishes I made. Used it for sabzi and dal; the flavour was mild and earthy. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 016,Srinagar,Jammu & Kashmir,5,I have been using this in everyday cooking and it has worked well. The powder blended nicely into gravy without clumping. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 017,Bhopal,Madhya Pradesh,5,Good option for everyday Indian cooking. The powder blended nicely into gravy without clumping. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 018,Hyderabad,Telangana,5,"The aroma was noticeable as soon as I opened the pack. The powder blended nicely into gravy without clumping. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 019,Goa,Goa,5,"The taste felt balanced in the dishes I made. Used it for sabzi and dal; the flavour was mild and earthy. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 020,New Delhi,Delhi,5,I was mainly looking for a fresh spice and this did the job. Used it for sabzi and dal; the flavour was mild and earthy. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 021,Jammu,Jammu & Kashmir,4,The flavour is quite natural and not overpowering. Used it for sabzi and dal; the flavour was mild and earthy. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 022,Indore,Madhya Pradesh,3,"Packaging was neat and the product reached me in good condition. Used it for sabzi and dal; the flavour was mild and earthy. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 023,Bengaluru,Karnataka,5,I have been using this in everyday cooking and it has worked well. The powder blended nicely into gravy without clumping. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 024,Visakhapatnam,Andhra Pradesh,5,Packaging was neat and the product reached me in good condition. It gives curries a fresh coriander aroma. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 025,Jodhpur,Rajasthan,5,The taste felt balanced in the dishes I made. It gives curries a fresh coriander aroma. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 026,Shimla,Himachal Pradesh,5,Packaging was neat and the product reached me in good condition. Used it for sabzi and dal; the flavour was mild and earthy. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 027,Nagpur,Maharashtra,5,"The taste felt balanced in the dishes I made. Used it for sabzi and dal; the flavour was mild and earthy. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 028,Guwahati,Assam,4,Packaging was neat and the product reached me in good condition. It gives curries a fresh coriander aroma. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 029,Vijayawada,Andhra Pradesh,5,Good option for everyday Indian cooking. It gives curries a fresh coriander aroma. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 030,Jaipur,Rajasthan,5,Good option for everyday Indian cooking. Used it for sabzi and dal; the flavour was mild and earthy. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 031,Dehradun,Uttarakhand,5,"Packaging was neat and the product reached me in good condition. Used it for sabzi and dal; the flavour was mild and earthy. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 032,Pune,Maharashtra,5,This has become a regular item in my kitchen. Used it for sabzi and dal; the flavour was mild and earthy. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 033,Patna,Bihar,3,Bought this along with a few other Dishu products. The powder blended nicely into gravy without clumping. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 034,Thiruvananthapuram,Kerala,5,The pack was properly sealed and easy to store. The powder blended nicely into gravy without clumping. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 035,Chandigarh,Chandigarh,4,The flavour is quite natural and not overpowering. Used it for sabzi and dal; the flavour was mild and earthy. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 036,Varanasi,Uttar Pradesh,5,"I liked the freshness of the powder. It gives curries a fresh coriander aroma. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 037,Mumbai,Maharashtra,5,I have been using this in everyday cooking and it has worked well. The powder blended nicely into gravy without clumping. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 038,Ranchi,Jharkhand,5,"I was mainly looking for a fresh spice and this did the job. The powder blended nicely into gravy without clumping. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 039,Kochi,Kerala,5,I was mainly looking for a fresh spice and this did the job. It gives curries a fresh coriander aroma. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 040,Ludhiana,Punjab,5,The pack was properly sealed and easy to store. It gives curries a fresh coriander aroma. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 041,Lucknow,Uttar Pradesh,5,I have been using this in everyday cooking and it has worked well. Used it for sabzi and dal; the flavour was mild and earthy. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 042,Surat,Gujarat,4,Good option for everyday Indian cooking. It gives curries a fresh coriander aroma. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 043,Bhubaneswar,Odisha,5,"The flavour is quite natural and not overpowering. The powder blended nicely into gravy without clumping. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 044,Coimbatore,Tamil Nadu,3,The pack was properly sealed and easy to store. The powder blended nicely into gravy without clumping. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 045,Amritsar,Punjab,5,"I liked the freshness of the powder. The powder blended nicely into gravy without clumping. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 046,Noida,Uttar Pradesh,5,The taste felt balanced in the dishes I made. The powder blended nicely into gravy without clumping. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 047,Ahmedabad,Gujarat,5,Bought this along with a few other Dishu products. It gives curries a fresh coriander aroma. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 048,Kolkata,West Bengal,5,The aroma was noticeable as soon as I opened the pack. Used it for sabzi and dal; the flavour was mild and earthy. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 049,Chennai,Tamil Nadu,4,The pack was properly sealed and easy to store. It gives curries a fresh coriander aroma. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 050,Raipur,Chhattisgarh,5,This has become a regular item in my kitchen. Used it for sabzi and dal; the flavour was mild and earthy. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 051,Gurugram,Haryana,5,Tried this for the first time and the quality surprised me. The powder blended nicely into gravy without clumping. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 052,Srinagar,Jammu & Kashmir,5,"Tried this for the first time and the quality surprised me. The powder blended nicely into gravy without clumping. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 053,Bhopal,Madhya Pradesh,5,Bought this along with a few other Dishu products. The powder blended nicely into gravy without clumping. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 054,Hyderabad,Telangana,5,Tried this for the first time and the quality surprised me. The powder blended nicely into gravy without clumping. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 055,Goa,Goa,3,Packaging was neat and the product reached me in good condition. It gives curries a fresh coriander aroma. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 056,New Delhi,Delhi,4,Tried this for the first time and the quality surprised me. Used it for sabzi and dal; the flavour was mild and earthy. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 057,Jammu,Jammu & Kashmir,5,The pack was properly sealed and easy to store. The powder blended nicely into gravy without clumping. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 058,Indore,Madhya Pradesh,5,I have been using this in everyday cooking and it has worked well. It gives curries a fresh coriander aroma. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 059,Bengaluru,Karnataka,5,"The aroma was noticeable as soon as I opened the pack. It gives curries a fresh coriander aroma. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 060,Visakhapatnam,Andhra Pradesh,5,Good option for everyday Indian cooking. The powder blended nicely into gravy without clumping. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 061,Jodhpur,Rajasthan,5,The aroma was noticeable as soon as I opened the pack. It gives curries a fresh coriander aroma. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 062,Shimla,Himachal Pradesh,5,The flavour is quite natural and not overpowering. Used it for sabzi and dal; the flavour was mild and earthy. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 063,Nagpur,Maharashtra,4,"I liked the freshness of the powder. Used it for sabzi and dal; the flavour was mild and earthy. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 064,Guwahati,Assam,5,I have been using this in everyday cooking and it has worked well. Used it for sabzi and dal; the flavour was mild and earthy. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 065,Vijayawada,Andhra Pradesh,5,"This has become a regular item in my kitchen. Used it for sabzi and dal; the flavour was mild and earthy. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 066,Jaipur,Rajasthan,3,Tried this for the first time and the quality surprised me. Used it for sabzi and dal; the flavour was mild and earthy. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 067,Dehradun,Uttarakhand,5,"The aroma was noticeable as soon as I opened the pack. It gives curries a fresh coriander aroma. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 068,Pune,Maharashtra,5,"This has become a regular item in my kitchen. The powder blended nicely into gravy without clumping. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Coriander Powder,Sample Customer 069,Patna,Bihar,5,Packaging was neat and the product reached me in good condition. It gives curries a fresh coriander aroma. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
